property_name,pType_id,tedadTabaghe,property_size,address,tedadKoleTabaghat,TabagheDarVahed,bedrooms,lowest_price,VaziatBana,Jahat,nama,KafPush,ServiceKitchen,garage,VorudiMoshtarak,long_desc,amenities_id,property_slug,property_code,property_status,house_mortgage,rent,property_thumbnail,short_desc,bathrooms,property_video,latitude,longitude,featured,hot,agent_id,status,foundation_size
393,2,0,145,امیرآباد-خیابان چمران,,,,653000000,2353920000,جنوبی شرقی,,,,,,با کاغذ قیمت(بهزاد سلیمانی-1401/12/2)  با تسویه شهرداری  شماره تماس از میثم جلالی,6,393,393,buy,0,0,,,,,,,,,1,1,
394,2,0,402,آزادگان-ظلع جنوبی ساختمانهای مهر,,,,1150000000,4600000000,شمالی,,,,,,با کاغذ قیمت(بهزاد سلیمانی-1401/12/2)  قیمت توافقی  شماره تماس از میثم جلالی  با تسویه شهرداری  2 ساعت آب چاه,6,394,394,buy,0,0,,,,,,,,,1,1,
395,1,0,209,خیابان گلبهار,2,,4,4760000000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/10/22)  ابعاد 7/60*27/60  با تسویه شهرداری و عقب نشینی  زیر زمین آهن آجر  تانک و پمپ- کولر  ,6,395,395,buy,0,0,,,,,,,,,1,1,
397,2,0,250,بلوار ایزدی,,,,11500000000,2888750000,دو نبش,,,,,,بدون کاغذ قیمت  زمین تجاری  پروانه 4 طبقه اداری تجاری  ,6,397,397,buy,0,0,,,,,,,,,1,1,
398,1,0,227,خیابان بهمن  نرسیده به امیرکبیر ,,,2,2470000000,آهن,شمال شرقی,اجرنما,موزاییک,فلز,,1,با کاغذ قیمت(حشمت خاکی-1401/5/25 - مهدی پورنمازیان-1401/6/2)  قیمت درج شده از خاکی  فقط فروش  عقب نشینی دارد  ,6,398,398,buy,0,0,,,,,,,,,1,1,
399,1,0,117,خیابان منتظری شمالی,2,,3,2890000000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/11/10)  یک خواب سرپله و در هر طبقه یک خواب  با پایان کار  فروش نقدی یا معاوضه با همکف  ,6,399,399,buy,0,0,,,,,,,,,1,1,
400,1,0,189,خیابان رسالت مرکزی,2,,4,5230000000,بتونی,شمالی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان- 1401/10/19)  عدم خلافی-پکیج و رادیات  پمپ-فرش-آیفون تصویری  معاوضه با منزل همکف در همین محدوده,6,400,400,buy,0,0,,,,,,,,,1,1,
402,2,0,209,خیابان شریعتی,,,,1470000000,750000000,شمالی,,,,,,با کاغذ قیمت(بهزاد سلیمانی-1401/6/8)  انتقال قطعی  معاوضه با خونه تا 1800  یا فروش نقدی,6,402,402,buy,0,0,,,,,,,,,1,1,
403,1,0,170,معرفت بن بست دریا,,,,850000000,3473750000,شمالی,,,,,,بدون کاغذ قیمت  بن بست 6 متری  یک کوچه با امکانات فاصله دارد,6,403,403,buy,0,0,,,,,,,,,1,1,
405,1,0,183,خیابان امیرکبیر,2,,4,3470000000,آهن,جنوبی,سنگ,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/10/17)  هر طبقه دو خواب  پارکینگ سند تجاری دارد  2 متر عقب نشینی  فروش نقد با تخفیف  یا معاوضه با همکف 3 خواب  کولر-پرده و موکت,6,405,405,buy,0,0,,,,,,,,,1,1,
406,1,0,203,شریعتی غربی,,,2,3070000000,آهن,شمالی,سنگ,موزاییک,فلز,,1,با کاغذ قیمت(ابراهیم عبدالعظیمی-1401/10/24)  حیاط سازی و کولر  معاوضه با خونه همکف در نجف آباد - امیرآباد یا علی آباد,6,406,406,buy,0,0,,,,,,,,,1,1,
407,1,0,157,خیابان شریعتی,2,,2,3280000000,بتونی,شمالی,سنگ,موزاییک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/11/17)  طبقه بالا سفت کاری  با تسویه حساب شهرداری  پکیج و رادیات-گچ بری  سنگ کاری - کناف - آیفون تصویری - دزدگیر  فقط فروش نقدی,6,407,407,buy,0,0,,,,,,,,,1,1,
408,1,0,115,فلکه بسیج,2,,3,3400000000,نوساز,شمالی,سنگ,سرامیک,MDF,,1,بدون کاغذ قیمت  دوبلکس  پایین یک خواب  بالا دو خواب  فروش نقدی  آبنما-رادیات-حمام کف خواب دارد  کاغذ دیواری  ,6,408,408,buy,0,0,,,,,,,,,1,1,
409,4,0,603,صالح آباد - ادامه  کهریز,,,,1570000000,,شمالی,,,,,,با کاغذ قیمت(املاک عدالت-1401/11/2  3)  ابعاد1.70*56.40  4 دیواری دارد  زمین از سمت شرق به کوچه راه دارد  فروش نقدی یا معاوضه تا نصف قیمت  40 اصله درخت  40 دقیقه آب چاه,6,409,409,buy,0,0,,,,,,,,,1,1,
410,1,0,315,خیابان مولوی شمالی,,,4,3540000000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1400/11/19)  3 خواب پایین  یک خواب سرپله  فروش نقدی با تخفیف  معاوضه با همکف 3 خواب یا زمین قابل ساخت  سر نمیدهد,6,410,410,buy,0,0,,,,,,,,,1,1,
411,4,0,2000,جاده فولادشهر,,,,1760000000,2559100000,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/10/7)  46 دقیقه آب چاه  با اشجار,6,411,411,buy,0,0,,,,,,,,,1,1,
412,1,0,118,خیابان دانش,,,1,1310000000,آهن,غربی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/11/16)  با تسویه حساب شهرداری  کولر-آبگرمکن برقی  فروش نقدی  بدون فیلم و عکس,6,412,412,buy,0,0,,,,,,,,,1,1,
414,1,0,137,خیابان منتظری شمالی,,,3,3400000000,بتونی,جنوبی غربی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1400/11/16)  با تسویه حساب شهرداری  با موکت - کولر  کمد دیواری - کناف  زیر زمین مسکونی  معاوضه با همکف تا 3500  و فروش نقدی,6,414,414,buy,0,0,,,,,,,,,1,1,
416,1,0,90,شریعتی غربی,,,2,2560000000,بتونی,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(ابراهیم عبدالعظیمی-1401/11/23)  دوبلکس  معاوضه با زمین خوش جا تا 1300 و یا فروش نقدی,6,416,416,buy,0,0,,,,,,,,,1,1,
418,1,0,139,خیابان15خرداد  جنوبی,2,,4,2760000000,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(1401/8/1مهدی خانیان)  بدون فیلم و عکس  با تسویه حساب شهرداری  تانک و پمپ  زیر زمین یک خواب  همکف دو خواب  یک خواب سرپله  معاوضه با همکف,6,418,418,buy,0,0,,,,,,,,,1,1,
419,1,0,220,بلوار اسرافیلیان,,,2,4160000000,نیمه اسکلت,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/9/14)  بدون فیلم و عکس  با تسویه حساب شهرداری  کولرگازی  معاوضه با منزل همکف تا 4700 در محدوده منتظری شمالی,6,419,419,buy,0,0,,,,,,,,,1,1,
420,5,0,36,خیابان حججی,,,,1900000000,2500000000,شرقی,,,,,,با کاغذ قیمت(مهدی پورنمازیان-1401/11/24)  با پرداخت هزینه مسکونی و تفکیکی,6,420,420,buy,0,0,,,,,,,,,1,1,
424,2,0,196,بلوار طالقانی,,,,1100000000,2193000000,جنوبی,,,,,,بدون کاغذ قیمت  امکانات تا 10 متری  فروش نقدی با شرایط دو ماهه,6,424,424,buy,0,0,,,,,,,,,1,1,
425,1,0,470,خیابان منتظری شمالی,,,,9400000000,کلنگی,شمالی جنوبی,,,,,1,بدون کاغذ قیمت  بدون عکس و فیلم  پروانه دو طبقه,6,425,425,buy,0,0,,,,,,,,,1,1,
426,1,0,275,خیابان معرفت,,,3,4920000000,بتونی,جنوبی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/4/23)  با تسویه شهرداری  یک خواب همکف  دو خواب سرپله  زیر زمین مسکونی  دو کولر-پرده-پمپ و دزدگیر  فروش نقدی یا معاوضه با همکف نقدی,6,426,426,buy,0,0,,,,,,,,,1,1,
427,4,0,440,محور بوستان زندگی  کوی شبنم4,,,,1730000000,3282905000,جنوبی,,,,,1,با کاغذ قیمت(بهزاد سلیمانی - 1401/10/10)  بدون فیلم و عکس  با دیوار کشی- اشجار - استخر  ,6,427,427,buy,0,0,,,,,,,,,1,1,
428,1,0,178,خیابان باهنر,,,,2500000000,آهن,جنوبی,اجرنما,موزاییک,فلز,1,1,بدون کاغذ قیمت  قیمت ذکر شده از ابراهیم پورنمازیان  فروش نقدی یا معاوضه با زمین خوش جا یا منزل کوچکتر به اندازه نصف مبلغ منزل  ,6,428,428,buy,0,0,,,,,,,,,1,1,
429,4,0,800,شهرک سعیدفر,,,,6430000000,3400000000,شرقی,,,,,,با کاغذ قیمت ابراهیم پورنمازیان- 1401/11/8)  1340 متر  ولی 800 متر فروش  15 دقیقه آب چاه,6,429,429,buy,0,0,,,,,,,,,1,1,
430,2,0,600,چهارباغ,,,,4140000000,1400000000,غربی,,,,,,با کاغذ قیمت(بهزاد سلیمانی-1401/11/5)  کاربر مسکونی و تفکیک  ,6,430,430,buy,0,0,,,,,,,,,1,1,
431,2,0,133,خیابان شریعتی,,,,1420000000,1626100000,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/8/21)  با فاضلاب شهری,6,431,431,buy,0,0,,,,,,,,,1,1,
432,5,3,50,فلکه آزادگان  پشت کارخانه یخ,,,,5000000000,792000000,,,,,,,بدون کاغذ قیمت  سه طبقه  طبقه همکف تجاری  طبقه اول اداری و شیک  زیر زمین انباری  معرف محمدی,6,432,432,buy,0,0,,,,,,,,,1,1,
433,2,0,258,خیابان حججی,,,,2190000000,6432000000,جنوبی,,,,,,بدون کاغذ قیمت,6,433,433,buy,0,0,,,,,,,,,1,1,
434,2,0,918,بر کمربندی شمالی  300 متر مانده به فلکه,,,,8730000000,8728125000,جنوبی,,,,,,با کاغذ قیمت(1402/1/20 مهدی خانیان)  ,6,434,434,buy,0,0,,,,,,,,,1,1,
435,1,0,173,خیابان کلوپ سمندری,2,,3,4880000000,بتونی,غربی,اجرنما,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/5/15)  کولر - تانک و پمپ  هود- پکیج - رادیات    فروش نقدی,6,435,435,buy,0,0,,,,,,,,,1,1,
436,1,0,156,خیابان 22 بهمن مرکزی,2,,6,4000000000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,بدون کاغذ قیمت  بدون فیلم و عکس  فروش نقدی یا معاوضه با همکف  یا دو پلاک زمین شمالی سنددار  ,6,436,436,buy,0,0,,,,,,,,,1,1,
438,6,0,,15 خردادشمالی  کوی باستانی,,,1,0,2074370000,,اجرنما,سرامیک,MDF,,,با پکیج  زیرزمین مسکونی,6,438,438,buy,0,0,,,,,,,,,1,1,
440,1,0,154,خیابان شریعتی,2,,4,3770000000,نیمه اسکلت,جنوبی,اجرنما,سنگ,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/11/19) و ابراهیم عبدالعظیمی(1401/8/29)  بالا دو خواب  پایین یک خواب  با کمد دیواری  با تسویه حساب شهرداری  شماره تماس از امیر سلطانی  فروش نقدی,6,440,440,buy,0,0,,,,,,,,,1,1,
441,1,0,193,بلوار اسرافیلیان,2,,4,2310000000,آهن,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(کریمخانی-1401/11/25)  مخزن آب  بدون فیلم و عکس  فروش نقدی یا معاوضه با زمین تا 1500شمالی یا خونه تا 3200,6,441,441,buy,0,0,,,,,,,,,1,1,
442,4,0,750,بلوار الغدیر,,,,3250000000,9000000000,جنوبی,,,,,1,با کاغذ قیمت(1401/10/5 - مهندس خانی)  دو تا استخر - درب و دیوار و محوطه سازی - اشجار - 15 دقیقه آب چاه و 25 دقیقه آب کانال  دزدگیر - دوربین - مخزن آب و پمپ  بدون فیلم و عکس,6,442,442,buy,0,0,,,,,,,,,1,1,
443,1,0,178,بلوار اسرافیلیان,2,,3,9000000000,بتونی,شمالی,سنگ,سرامیک,های گلاس,1,1,بدون کاغذ قیمت  دوبلکس  یک خواب مستر پایین  دو خواب بالا  دیوار سبز - پرده- پکیج  آبنما,6,443,443,buy,0,0,,,,,,,,,1,1,
445,2,0,430,خیابان بوستان زندگی غربی,,,,1940000000,1848000000,شرقی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/11/19)  فروش نقدی,6,445,445,buy,0,0,,,,,,,,,1,1,
446,2,0,154,بلوار ولیعصر,,,,693000000,6000000000,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/11/19)  فروش نقدی,6,446,446,buy,0,0,,,,,,,,,1,1,
447,2,0,176,خیابان معرفت,,,,1850000000,3536000000,شمالی,,,,,,کاغذ قیمت(1400/12/18)  ,6,447,447,buy,0,0,,,,,,,,,1,1,
448,1,0,244,خیابان شریعتی,2,,3,6000000000,بتونی,شرقی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(1401/10مهدی خانیان)  با تسویه شهرداری  گلخانه - طبقه اول نیمه تمام  کولرگازی  فروش نقدی با تخفیف ویژه یا  معاوضه با زمین یا منزل خوش جا و قابل خرید و فروش,6,448,448,buy,0,0,,,,,,,,,1,1,
449,1,0,120,15 خرداد,2,,6,3540000000,نوساز,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(1401/10/4 مهدی خانیان)  با تسویه حساب شهرداری  هر طبقه دو خواب  دو خواب هم سربالایی  بدون فیلم و عکس,6,449,449,buy,0,0,,,,,,,,,1,1,
450,1,0,84,خیابان فردوسی شمالی,3,,3,2380000000,بتونی,شمال شرقی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان - 1401/1/10)  با تسویه حساب شهرداری  با کابینت و شیرآلات  هر طبقه یک خواب  تانک و پمپ - کولر  بدون عکس و فیلم,6,450,450,buy,0,0,,,,,,,,,1,1,
451,2,0,135,خیابان شهدا,,,,810000000,2061000000,جنوبی,,,,,,با کاغذ قیمت(1401/7/10-بهزاد سلیمانی)  شماره تماس از اقای صباغی  انتقال قطعی,6,451,451,buy,0,0,,,,,,,,,1,1,
452,4,0,725,جاده شرکت سابیر,,,1,2610000000,4190160000,جنوبی,,,,,1,با کاغذ قیمت(مهدی خانیان-1401/12/2)  چهارطرف اختصاصی با درب  20 دقیقه اب لوله کشی  استخر - اشجار  خواب مستر  بدون کابینت و شیرالات  در صورت توافق تکمیل شده می فروشد یا تخفیف می دهد,6,452,452,buy,0,0,,,,,,,,,1,1,
453,2,0,2000,جاده فولادشهر,,,,2060000000,3239880000,شمالی,,,,,,با کاغذ قیمت(مهدی خانیان - 1401/12/14)  شماره تماس از آقای نوروزی فر  فقط فروش,6,453,453,buy,0,0,,,,,,,,,1,1,
454,2,0,176,بلوار فجر,,,,4190000000,2887900000,جنوبی,,,,,,با کاغذ قیمت(مهدی پورنمازیان - 1401/12/14)  فروش نقد با تخفیف یا معاوضه با منزل تمیز و 3 خواب,6,454,454,buy,0,0,,,,,,,,,1,1,
455,2,0,462,خیابان شریعتی,,,,3240000000,3320500000,جنوبی,,,,,,با کاغذ قیمت(مهدی خانیان - 1401/12/8)  فروش نقد یا معاوضه با زمین خوش جا,6,455,455,buy,0,0,,,,,,,,,1,1,
456,1,0,153,بلوار جمهوری,2,,3,2890000000,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(حشمت خاکی-1401/12/7)  یک خواب سرپله  در هر طبقه هم یک خواب  با تسویه شهرداری  پرده - موکت - کولر - پمپ,6,456,456,buy,0,0,,,,,,,,,1,1,
457,2,0,1145,کمربندی جنوبی,,,,3320000000,2600000000,جنوب غربی,,,,,,با کاغذ قیمت(مهدی خانیان - 1401/3/30)  با دیوارکشی,6,457,457,buy,0,0,,,,,,,,,1,1,
458,2,0,152,خیابان معرفت,,,,1950000000,1850000000,شمالی,,,,,,بدون کاغذ قیمت  80 میلیون بابت مجوز جداگانه,6,458,458,buy,0,0,,,,,,,,,1,1,
459,2,0,177,خیابان دانش,,,,2600000000,6000000000,جنوبی,,,,,,بدون کاغذ قیمت  پلاک7,6,459,459,buy,0,0,,,,,,,,,1,1,
460,2,0,134,خیابان مولوی شمالی,,,,1850000000,4879325000,شمالی,,,,,,بدون کاغذ قیمت  55 میلیون برای پروانه  تو غلاف,6,460,460,buy,0,0,,,,,,,,,1,1,
461,2,0,182,بلوار ایزدی,,,,6000000000,بتونی,شمالی,سنگ,سنگ,MDF,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/12/15)  معاوضه با همکف نوساز شمالی تا 4 میلیارد  پکیج-کولر-آیفون تصویری  نرده - پرده - پمپ   دو خواب پایین  سه خواب بالا,6,461,461,buy,0,0,,,,,,,,,1,1,
462,6,0,139,خیابان امام شرقی,3,,5,5180000000,بتونی,شمالی,اجرنما,موزاییک,MDF,1,,با کاغذ قیمت(1401/12)  هر طبقه دو خواب به جز همکف  قیمت پیشنهادی 6  ,6,462,462,buy,0,0,,,,,,,,,1,1,
463,1,0,99,بلوار طالقانی,2,,3,1790000000,1659000000,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(1401/2/19 - ابراهیم پورنمازیان)  بدون عکس و فیلم  هر طبقه یک خواب و یک خواب سرپله  با تسویه حساب شهرداری  کولر و پرده,6,463,463,buy,0,0,,,,,,,,,1,1,
