_MelkID,_MalekID,Masahat,TabagheCNT,MelkType,Mahdude,Address,Baygani,Tedad_KOL_Tabaghat,Tabaghe_darVahed,tedadkhab,MablaghForush,VaziatBana,Jahat,nama,KafPush,ServisKichen,Parking,VorudiMostaghrl,Tozihat
319,285285,225,1,آپارتمان,خرم غربی,خیابان خرم غربی  کوچه انقلاب اسلامی  ساختمان طاها  پلاک جنوبی-کوچه  10 متری,درست,,,3,3٫70E+09,نوساز,جنوبی,سنگ,سرامیک,,1,,با کاغذ قیمت(ابراهیم پورنمازیان-1401/9/24)  حیاط خلوت  فروش نقدی با 300 میلیون تخفیف یا معاوضه با زمین خوش جا تا 2 میلیارد و مابقی نقد  کابینت و پکیج و شیرآلات ندارد
320,286286,247,NULL,ویلایی,محمد رسول الله,خیابان محمد رسول الله-کوی قائم  پلاک 3 شمالی,,,,3,3٫05E+09,آهن,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/10/24)  فروش نقد یا معاوضه با همکف قیمت پایین  با تسویه شهرداری  یک خواب سر پله  دو خواب پایین
321,287287,234,NULL,ویلایی,شهدا غربی,بر خیابان شهدا غربی  بعد از خیابان حکیم سنایی - پلاک368  جنوبی,,,,3,3٫73E+09,آهن,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/11/1)  بدون عکس و فیلم  با تسویه شهرداری  فروش نقدی و یا معاوضه با همکف تا 2 میلیارد
322,288288,1000,NULL,باغ,نهضت آباد,نهضت آباد,,,,,9٫40E+08,5000000000,شمالی,,,,,1,بدون کاغذ قیمت  بدون عکس و فیلم  5 دقیقه آب سد خمیران  دیوارکشی
323,288,,,,,,,,,,,,جنوبی,,,,,,بدون کاغذ قیمت  ده دقیقه آب سد خمیران
324,289289,167,NULL,ویلایی,خیابان 17 شهریور غربی,بر خیابان 17 شهریور   بعد از کوی گلناز  پلاک41شمالی,,,,2,2٫49E+09,بتونی,شمالی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(بهزاد سلیمانی-1401/10/21)  1/5 طبقه  50 درصد از تسویه شهرداری  آیفون تصویری-کمددیواری  هود و پکیج  پمپ و تانک - شیشه سکوریت  معاوضه با زمین تا 1  دو طبقه است ولی طبقه اول به فروش می رود و کل امتیازات و سند جداگانه است
325,290290,91,NULL,ویلایی,بلوار بهارستان,بلوار بهارستان  کوی رسالت  آخر کوچه پلاک8 شمالی,,,,2,2٫19E+09,بتونی,شمالی,اجرنما,سرامیک,MDF,,1,با کاغذ قیمت(مهدی خانیان-1401/10/18)  با تسویه شهرداری  تانک و پمپ - فاضلاب شهری  کمد دیواری - کولر
326,291291,149,NULL,ویلایی,بلوار فجر,خیابان ابوذر شمالی  کوی الفت شرقی  بعد از کوی مشتاق  پلاک69 جنوبی,,,,2,3٫25E+09,بتونی,جنوبی,اجرنما,سرامیک,فلز,,1,با کاغذ قیمت(مهدی خانیان-1401/5/15)  با تسویه حساب شهرداری  با پرده - دزدگیر  پروانه ساخت دو طبقه  معاوضه با همکف 3 خواب یا دوبلکس و 200 سر میدهد
327,292292,21,NULL,زمین,خیابان شریعتی غربی,شریعتی غربی  خیابان مکتب  سمت چپ(نبش بن بست میثم),,,,,6٫96E+08,,جنوبی,,,,,,با کاغذ قیمت(ابراهیم عبدالعظیمی-1401/5/10)  دو نبش  معرف اسدالله گچی  زمین تجاری
328,293293,199,NULL,ویلایی,امیرآباد,امیرآباد-آزادگان  خیابان عطار-کوی خیام-کوی خیام4  پلاک 21 شمالی,,,,3,3٫53E+09,اسکلت,شمالی,سنگ,سرامیک,MDF,,1,با کاغذ قیمت(بهزاد سلیمانی-1401/10/4)  1/5 طبقه(دوبلکس)  با تسویه شهرداری  پکیج - هود - کمد  معاوضه با منزل در نجف آباد  دو خواب بالا  یک خواب پایین  
329,294294,21,NULL,تجاری,خیابان امام خمینی غربی,خیابان امام غربی  خیابان پاینده  قبل از کوی سادات  پلاک شرقی,,,,,6٫66E+08,شیروانی سفال,شرقی,,,,,,با کاغذ قیمت(بهزاد سلیمانی-1401/10/4)  با تسویه تجاری  کابینت و لوله کشی و سرویس بهداشتی
330,295295,28,NULL,تجاری,خیابان امام خمینی غربی,خیابان امام غربی  خیابان پاینده      نبش شمالی شرقی  کوی سادات,,,,,8٫88E+08,484500000,شمال شرقی,,,,,,با کاغذ قیمت(بهزاد سلیمانی-1401/10/4)  با تسویه تجاری  درب برقی - لوله کشی و سرویس بهداشتی
331,296296,2038,NULL,باغ,فلکه دانشگاه,فلکه دانشگاه  کوی عربها - پلاک شمالی,,,,,6٫37E+09,2100000000,شمالی,,,,,1,با کاغذ قیمت(مهدی خانیان-1401/10/10)  دیوارکشی گلی با درخت  45 دقیقه لوله کشی  معاوضه با منزل نوساز
332,297297,219,NULL,زمین,بلوار بهارستان,بلوار بهارستان  نرسیده به خیابان آزادگان - پلاک87  شمالی,,,,,2٫96E+09,3690720000,شمالی,,,,,,با کاغذ قیمت(مهدی پورنمازیان-1400/8/30)  معاوضه با منزل
333,298298,338,NULL,ویلایی,خیابان شریعتی غربی,خیابان شریعتی غربی  بعد از تقاطع رجایی  کوی بیت العباس  پلاک 22 شمالی,,,,2,3٫79E+09,آهن,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/8/9)  فروش نقدی با تخفیف ویژه  یا معاوضه با منزل در حد 2 میلیارد  با تسویه شهرداری  بدون فیلم و عکس
334,299299,219,NULL,زمین,بلوار اسرافیلیان,خیابان محمدرسول الله - انتهای آسفالت  کوی 4 متری غربی  زمین شمالی,,,,,1٫32E+09,3084685500,شمالی,,,,,,با کاغذ قیمت(1400/12/20)  درب و دیوار 3 طرف بلوکی
335,300300,700,NULL,باغ,جوزدان,جاده شرکت سابیر  خیابان هشت بهشت  شرقی-کوی اول شمالی-کوی اول شرقی-پلاک جنوبی,,,,,1٫13E+09,4301432000,جنوبی,,,,,1,با کاغذ قیمت(مهدی خانیان-1401/8/22)  دیوار کشی 4 طرف  هر هفته 4 ساعت آب  بدون عکس و فیلم
336,301301,4441,NULL,باغ,جاده فولادشهر,جاده فولادشهر  خیابان صحرا  محمود آباد شرقی,,,,,8٫06E+09,2000000000,شرقی,,,,,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/7/9)  هشت ساعت آب از چاه هادی  استخر - آبنما-کباب پز  حیاط سازی  با تسویه شهرداری  بدون فیلم و عکس
337,302302,617,NULL,باغ,بلوار پرستار,بلوار پرستار-خیابان  سایت-خیابان پولادچنگ-دو نبش جنوبی غربی,,,,,2٫74E+09,بتونی,جنوبی غربی,,,,,,با کاغذ قیمت(بهزاد سلیمانی-1401/9/26)  با تسویه شهرداری  لوله کشی فاضلاب  60 اصله درخت  جدول-آهن کشی و دیوار  8 دقیقه آب  بدون فیلم و عکس
338,303303,241,NULL,ویلایی,خیابان آیت الله منتظری شمالی,خیابان منتظری شمالی - خیابان خرم غربی - کوچه بختیاری - کوچه اول سمت راست 8 متری   پلاک 6 جنوبی,,2,,1,3٫89E+09,بتونی,جنوبی,اجر زبره,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی پورنمازیان-1401/11/1)  طبقه دوم سفتکاری  فقط فروش  کولر - تانک و پمپ
339,304304,233,NULL,ویلایی,بلوار اسرافیلیان,خیابان محمد رسول الله - بن بست قائم  پلاک 30 جنوبی,,2,,4,3٫66E+09,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم عبدالعظیمی - 1401/8/18)  دو خواب پایین  دو سوئیت بالا و هر سوئیت یک خواب  کولر - تانک و پمپ  کمد دیواری  فروش
340,305305,138,NULL,ویلایی,بلوار بهارستان,بلوار حججی-خیابان خوارزمی-بن بست بهار-پلاک191,,2,,3,2٫78E+09,بتونی,جنوبی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم عبدالعظیمی-1401/8/18)  بالابر-تانک و پمپ-کولر-فاضلاب-کمد دیواری  فروش نقدی  شماره تماس ازآقای نادی  یک خواب پایین  دو خواب بالا
341,306306,NULL,1,ویلایی,بلوار اسرافیلیان, خیابان معرفت-کوچه گلستان-کوچه گل یاس - منزل آخر جنوبی,,,,3,1٫50E+09,بتونی,شمالی,اجرنما,موزاییک,فلز,,1,با کاغذ قیمت(مهدی خانیان-1401/7/18)  با تسویه شهرداری  تانک و پمپ  سقف فلزی
342,307307,148,NULL,ویلایی,شیخ بهایی جنوبی,خیابان شیخ بهایی جنوبی - کوی گلبهار  شرقی - پلاک 166/1  شمالی,,,,3,2٫82E+09,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مرتضی خانیان-1401/9/5)  1/5 طبقه  یک خواب پایین  دو خواب سرپله  با تسویه حساب شهرداری  پکیج - پرده - موکت - تانک و پمپ  فقط فروش
343,308308,252,NULL,مسکونی,,خیابان فرخی، کوی ناهید، پلاک 55 شمالی,,,,,6٫70E+09,نوساز,شمالی,سنگ,موزاییک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/11/3)  قیمت پیشنهادی صاحب منزل  ابعاد قناسی دارد  با تسویه حساب شهرداری  تانک و پمپ  کمد دیواری و کناف  کولر  دو خواب پایین  دو خواب بالا  
344,309309,200,NULL,زمین,خیابان شریعتی شرقی,خیابان شریعتی شرقی-کوچه حیدری  کوچه شب بو(10 متری),,,,,2٫10E+09,6018260000,جنوبی,,,,,,بدون کاغذ قیمت
345,310310,477,NULL,زمین,بوستان زندگی,بر خیابان بوستان زندگی غربی - نبش  کوی تالار فردوس  پلاک جنوبی شرقی,,,,,3٫69E+09,2624885000,جنوب شرقی,,,,,,با کاغذ قیمت(مهدی خانیان-1401/11/3)  26*18/50  پا امکانات  فروش نقدی بدون معاوضه  با تخفیف ویژه
346,311311,309,NULL,ویلایی,خیابان آیت الله منتظری جنوبی,خیابان منتظری جنوبی-خیابان دلنواز  پلاک120جنوبی و شمالی(کوچه8متری),,2,,4,4٫19E+09,آهن,جنوبی شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/11/5)  با تسویه شهرداری  فقط فروش  کاغذ قیمت(مهدی خانیان-1401/11/8 به مبلغ   3904000000)  فروش نقد
347,312312,298,NULL,ویلایی,خیابان رجایی جنوبی,خیابان رضایی جنوبی-کوچه  شهید روشنایی-بن  بست شریفیان  پلاک27شرق,,,,1,3٫08E+09,آهن,شرقی,اجرنما,موزاییک, ,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/3/21)  مناسب برای تخریب  معاوضه با نوساز همکف
348,313313,174,NULL,ویلایی,بلوار اسرافیلیان,بلوار اسرافیلیان  کوچه متفکران  کوچه لاله8-پلاک دوم شمالی,,2,,5,4٫30E+09,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان-1401/5/11)  فقط فروش  سه کولر  سه خواب بالا  دو خواب پایین
349,314314,76,NULL,ویلایی,خیابان دانش,خیابان دانش-بن بست پیچان-پلاک141 شمالی,,2,,2,2٫00E+09,نیمه اسکلت,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/9/22)  دو انباری  بدن فیلم و عکس  فقط فروش نقدی  هر طبقه 1 خواب
350,315315,123,NULL,ویلایی,خیابان امام خمینی غربی,خیابان امام غربی  کوی بوستان  کوی دادخواه-پلاک  16 جنوبی,درست,,,1,1٫26E+09,آهن,جنوبی,اجرنما,موزاییک,فلز,,,با کاغذ قیمت(مهدی خانیان-1401/8/17)  هواری  با تسویه شهرداری  فقط فروش
351,316316,154,NULL,ویلایی,شهرک سعیدفر,شهرک سعیدفر  خیابان امام رضا  کوچه ایمان-پلاک دوم شمالی,,3,,,3٫23E+09,بتونی,شمالی,اجر زبره,موزاییک,فلز,,1,با کاغذ قیمت(1401/6/9 ابراهیم پورنمازیان)  3 طبقه - طبقه وسط ساخته  مابقی سفتکاری  تانک و پمپ - بالابر  با تسویه حساب شهرداری  معاوضه با زمین تا 1500  یا فروش نقدی
352,317317,920,NULL,زمین,ویلاشهر,ویلاشهر اول-خیابان آزادگان-چهارراه اول-بر چهارراه,,,,,7٫13E+09,4300000000,دونبش,,,,,, باکاغذ قیمت(محمدعلی کدخدایی-1401/11/23)  فقط فروش  مناسب برای ساختمان سازی
353,317,,,,,,,,,,,,سه نبش,,,,,,با کاغذ قیمت(محمدعلی کدخدایی-1401/11/23)  فقط فروش  مناسب برای آپارتمان سازی
354,318318,191,NULL,ویلایی,محمدرسول الله,خیابان محمد رسول الله-کوی بهاران  پلاک3 جنوبی,,,,3,3٫40E+09,اسکلت,جنوبی,سنگ,سرامیک,MDF,1,1,با کاغذ قیمت(مهدی خانیان-1401/9/6)  دو طبقه همکف  یک خواب سرپله  با تسویه حساب شهرداری  معاوضه با همکف در محدوده سعدی-مجاهد-15 خرداد  یا فروش نقدی
355,319319,302,NULL,ویلایی,بلوار فجر,بلوار فجر-کوچه بشارت-نبش کوچه نیلوفر-پلاک32 جنوبی غربی,,2,,5,6٫07E+09,آهن,جنوبی غربی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(ابراهیم پورنمازیان - 1401/10/19)  فروش نقدی یا معاوضه با همکف  با تسویه شهرداری  درب برقی -کولر-دزدگیر  موکت  یک خواب سرپله  سه خواب بالا  یک خواب پایین
356,320320,172,NULL,ویلایی,بلوار فجر,بلوار فجر-کوی بشارت-بن بست امید-پلاک14شمالی,,2,,5,3٫65E+09,بتونی,شمالی,اجرنما,موزاییک,فلز,1,1,با کاغذ قیمت(مهدی خانیان-1401/11/4)  با تسویه شهرداری  کولر - تانک و پمپ  یک خواب سرپله  دو خواب بالا  دو خواب پایین
